"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"5054","This Is the Truth About Vaccines
Deadly diseases that should be seen only in history books are showing up in our em… https://t.co/uoEotmr9tk",FALSE,0,NA,2019-03-07 03:35:11,TRUE,NA,"1103499308006031360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RodneyECruz",0,FALSE,FALSE,NA,NA
"5055","@dj_ewi @wfaa If you’ve watched me on @News8Daybreak EVER, you know that I encourage people to get flu vaccinations… https://t.co/pYSU9WSqeL",FALSE,1,"dj_ewi",2019-03-07 03:35:08,TRUE,"1103482227424407558","1103499296614371329","2833302895","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoniaAzadTV",0,FALSE,FALSE,NA,NA
"5056","my diet has consisted of purely Costco cake since my sisters party and I have no regrets",FALSE,4,NA,2019-03-07 03:34:59,FALSE,NA,"1103499256319623174",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goldchain_flu",1,FALSE,FALSE,NA,NA
"5062","Sucks to have the flu, while being a single mama &amp; not have anyone to take care of me",FALSE,0,NA,2019-03-07 03:34:46,FALSE,NA,"1103499201244286983",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_sunkissedv",0,FALSE,FALSE,NA,NA
"5063","@MrLavalife please take care of yourself. the flu is no joke.",FALSE,0,"MrLavalife",2019-03-07 03:34:43,FALSE,"1103489878665261057","1103499189013475328","2269672243","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vocal_Intellect",0,FALSE,FALSE,NA,NA
"5064","I feel like I could be coming down with Influenza A &amp; B. Also C, D, G, M, R, S, U, X and Z.",FALSE,0,NA,2019-03-07 03:34:43,FALSE,NA,"1103499188241907712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ConRansonet",0,FALSE,FALSE,NA,NA
"5065","My poor baby has a fever from her flu shot yesterday.",FALSE,1,NA,2019-03-07 03:34:41,FALSE,NA,"1103499180507578376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ShannBann_",0,FALSE,FALSE,NA,NA
"5066","@Musically_Shay you better start getting that flu shot!!!",FALSE,0,"Musically_Shay",2019-03-07 03:34:32,FALSE,"1103424949006594049","1103499145569030144","28488104","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrclayton919",0,FALSE,FALSE,NA,NA
"5072","I got the flu shot today and my arm is sore <U+0001F622>",FALSE,2,NA,2019-03-07 03:33:47,FALSE,NA,"1103498955768385536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_heytat",0,FALSE,FALSE,NA,NA
"5077","of course i would get the flu 2 days before spring break starts",FALSE,4,NA,2019-03-07 03:33:41,FALSE,NA,"1103498930803871744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rileyyymoss",1,FALSE,FALSE,NA,NA
"5080","@ATX_fight_club about a year ago i got a pretty bad flu.  had strange effect that wine/beer didn't taste good.  got… https://t.co/cKSzXOKKKm",FALSE,1,"ATX_fight_club",2019-03-07 03:33:28,TRUE,"1103470072448892928","1103498874524561408","44275832","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jasonsbishop",0,FALSE,FALSE,NA,NA
"5082","Braaaiiiinnnnwaaassshhhh

https://t.co/uDwBHzMUfp",FALSE,254,NA,2019-03-07 03:33:05,FALSE,NA,"1103498777132847104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jordan_Sather_",78,FALSE,FALSE,NA,NA
"5085","@babyduck1989 What? I've never heard of a flu test",FALSE,0,"babyduck1989",2019-03-07 03:32:50,FALSE,"1103393793221554188","1103498715103485952","181420380","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Transformless",0,FALSE,FALSE,NA,NA
"5087","Jennifer Baro, executive assistant of Fairhaven, declared the outbreak on Wednesday morning.
https://t.co/FCmmKOJ35t",FALSE,0,NA,2019-03-07 03:32:40,FALSE,NA,"1103498675018481666",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","CHEXNewswatch",2,FALSE,FALSE,NA,NA
"5088","I catch the worst flu the day before @GetterOfficial , just my luck<U+0001F612>",FALSE,4,NA,2019-03-07 03:32:37,FALSE,NA,"1103498661793693696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tnnarr",0,FALSE,FALSE,NA,NA
"5090","Cody sick with the flu and I feel so bad because I can’t do anything.",FALSE,0,NA,2019-03-07 03:32:09,FALSE,NA,"1103498545053777920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ctrujillo1007",0,FALSE,FALSE,NA,NA
"5091","This Is the Truth About Vaccines https://t.co/fOXIfZ83L2",FALSE,0,NA,2019-03-07 03:32:06,FALSE,NA,"1103498532819005440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","feedmenow_",0,FALSE,FALSE,NA,NA
"5093","My view. My books and e-reader have become my bed buddies. They cannot catch flu.

I'm gonna get bed sores. https://t.co/n5arhoj7FE",FALSE,4,NA,2019-03-07 03:32:03,FALSE,NA,"1103498518415753217",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marilyn_BB_Fan",0,FALSE,FALSE,NA,NA
"5094","Feels nice to be back in the gym after a week with the flu <U+0001F927>. Still not 100%, but it feels good. #workforit #selfcare",FALSE,1,NA,2019-03-07 03:31:59,FALSE,NA,"1103498500866744320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItzBradbury",0,FALSE,FALSE,NA,NA
"5095","I can’t believe I caught the flu....",FALSE,0,NA,2019-03-07 03:31:57,FALSE,NA,"1103498494210260996",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_is_a_batse",0,FALSE,FALSE,NA,NA
"5098","Goodnight I feel a bit better from the flu so I plan to go to work tomorrow  with 2 quarts of Japanese Green Tea. #allstartrek",FALSE,5,NA,2019-03-07 03:30:41,FALSE,NA,"1103498174155640832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SteveSpiffy",0,FALSE,FALSE,NA,NA
"5099","I planned on a quiet night and now the world is on fire and my daughter has the flu and pink eye. https://t.co/CpxCsSGMed",FALSE,2,NA,2019-03-07 03:30:28,FALSE,NA,"1103498120653127680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarkTwain",0,FALSE,FALSE,NA,NA
"5100","@_Brayz Life of an Influenza.",FALSE,0,"_Brayz",2019-03-07 03:30:13,FALSE,"1103296136272642048","1103498059093299201","945238410","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mar_Vinci",0,FALSE,FALSE,NA,NA
"5101","There are different strains right? So, Q: I got vaccinated in September 2018 for winter in the US. I’ll be visiting… https://t.co/HxCdjFUx7b",FALSE,0,NA,2019-03-07 03:30:11,TRUE,NA,"1103498048972435456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MargeMaallo",0,FALSE,FALSE,NA,NA
"5102","This Is the Truth About Vaccines https://t.co/0dxiRcwuOO https://t.co/9ZnpG7PztI",FALSE,1,NA,2019-03-07 03:30:04,FALSE,NA,"1103498018232418304",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","mcleod",1,FALSE,FALSE,NA,NA
"5103","@Bukolo @IsabeauMann @michellemalkin @Twitter @SandraSmithFox 1). Because congress deemed them “for the public good… https://t.co/7QftTGswSV",FALSE,0,"Bukolo",2019-03-07 03:30:02,TRUE,"1103490253640396800","1103498011307593728","22499274","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JRa_MKE",0,FALSE,FALSE,NA,NA
"5104","Is Lauri Markkanen still sick from the flu over the weekend? He doesn't look quite right the last few games and has… https://t.co/wFblC9VDe1",FALSE,0,NA,2019-03-07 03:30:00,TRUE,NA,"1103498003162161152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bettersportsiq",0,FALSE,FALSE,NA,NA
"5112","@mlisag123 @AltNatSecAgency You know what else injures kids? Measles. It can actually kill kids. Far more effective… https://t.co/amL9pkh2kW",FALSE,0,"mlisag123",2019-03-07 03:28:58,TRUE,"1103495234133078016","1103497744654716929","1381601671","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NYYfan10082005",0,FALSE,FALSE,NA,NA
"5113","Mike is sick. I pray it’s not the flu and that me &amp; Carly don’t catch whatever it is.",FALSE,0,NA,2019-03-07 03:28:58,FALSE,NA,"1103497741513211904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrittLo_xo",0,FALSE,FALSE,NA,NA
"5114","Flu, i hate it<U+0001F62B>",FALSE,0,NA,2019-03-07 03:28:51,FALSE,NA,"1103497715143475201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tvventy",0,FALSE,FALSE,NA,NA
"5116","Even tho I was in the hospital today with the flu, I had a gf bagel for the first time and it has brought me so much joy",FALSE,2,NA,2019-03-07 03:28:43,FALSE,NA,"1103497680754536448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashbashniv",0,FALSE,FALSE,NA,NA
"5119","Yes, some kids do die from the flu but hundreds of thousands more are legally murdered each year in the name of ""wo… https://t.co/n1JvlDHIzO",FALSE,0,NA,2019-03-07 03:28:11,TRUE,NA,"1103497545987354627",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Health__Nature",0,FALSE,FALSE,NA,NA
"5122","Gonna be an early night again. Gotta kick this flu. Smh. Hope yall on the east coast doin good. I heard this shit g… https://t.co/Mf6eh5xskO",FALSE,0,NA,2019-03-07 03:27:20,TRUE,NA,"1103497330777604097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jobob3190",0,FALSE,FALSE,NA,NA
"5125","Opinion | Why We Should Fear the Disease, Not the Vaccine https://t.co/7toejKLTaN https://t.co/2r2KKoVcvb",FALSE,0,NA,2019-03-07 03:27:05,FALSE,NA,"1103497267464462336",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","JudsonTelemed",0,FALSE,FALSE,NA,NA
"5126","Starting to wonder if Lauri is sick... know they mentioned flu like symptoms against the Hawks, but wasn’t sure if… https://t.co/DJyBlF0yjk",FALSE,8,NA,2019-03-07 03:26:43,TRUE,NA,"1103497177387753472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BullScripted",0,FALSE,FALSE,NA,NA
"5127","@timdouge @AlexFerentinos7 Possibly... But I wasn't expecting anything. And 'carb flu' seems to be a relatively new term (?).",FALSE,0,"timdouge",2019-03-07 03:26:40,FALSE,"1103492694536417280","1103497162980175872","4458922885","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Grant_Jenkins",0,FALSE,FALSE,NA,NA
"5129","Super flu - Selee now playing on  https://t.co/L50koJfjsE https://t.co/LplRlKGMvd",FALSE,0,NA,2019-03-07 03:26:03,FALSE,NA,"1103497007581331457",NA,"<a href=""https://www.radioking.com"" rel=""nofollow"">Radio King LiveTweet</a>","radioshic",0,FALSE,FALSE,NA,NA
"5130","@thc_178 @QUEENHWASAAA Hun, its not like they're singing every second, every hour, every time right,,There are time… https://t.co/sVwEKHRyTy",FALSE,6,"thc_178",2019-03-07 03:25:59,TRUE,"1103475233128738816","1103496992477462528","109178886","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YooraSoshified",0,FALSE,FALSE,NA,NA
"5131","@JustApril34 Ooohhhh, I had one of those. I used Dayquil Severe cold and Flu gel caps and Vitamin C tablets, I was good super fast.",FALSE,0,"JustApril34",2019-03-07 03:25:56,FALSE,"1103496593196703746","1103496978829402113","263995741","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Valthehbic",0,FALSE,FALSE,NA,NA
"5133","@imanadult420 gotta get that bag tho <U+0001F614>",FALSE,0,"imanadult420",2019-03-07 03:25:34,FALSE,"1103495759918518276","1103496885455777792","118306554","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vibe_flu",0,FALSE,FALSE,NA,NA
"5134","They work: This Is the Truth About Vaccines https://t.co/n5o9cvhu6y",FALSE,7,NA,2019-03-07 03:25:30,FALSE,NA,"1103496870251380736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NHKathySullivan",2,FALSE,FALSE,NA,NA
"5138","Tired of being in the funky funk! After the flu, and medication/operation. I’m ready to be back to my driven and mo… https://t.co/Wqd8IGUqJs",FALSE,2,NA,2019-03-07 03:25:06,TRUE,NA,"1103496770657628162",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","analeaclaireco",0,FALSE,FALSE,NA,NA
"5139","This is not the flu lol.",FALSE,0,NA,2019-03-07 03:24:30,FALSE,NA,"1103496617662074884",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChickFromQuip",0,FALSE,FALSE,NA,NA
"5140","<U+2764>This is my adorable nephew Bentley. He is sick with the flu. Keep him in your prayers. I hate it when my nieces an… https://t.co/onlhFFzfAZ",FALSE,0,NA,2019-03-07 03:24:26,TRUE,NA,"1103496600154972160",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","momofanangel17",0,FALSE,FALSE,NA,NA
"5142","Ah yeah, that innocent and eyeroll-worthy thing that has never caused any emergencies: an influenza pandemic https://t.co/Jwh4YI2vtc",FALSE,1,NA,2019-03-07 03:24:11,FALSE,NA,"1103496540138561536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CosmicSCryptid",0,FALSE,FALSE,NA,NA
"5143","My professor is really pushing my class to become vegetarians and to become anti-vaxers.… https://t.co/dWPrMaB5lA",FALSE,2,NA,2019-03-07 03:24:00,TRUE,NA,"1103496492336250880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Olivia0st",0,FALSE,FALSE,NA,NA
"5145","Can someone kill me rn cuz this wook flu be in full affect rn",FALSE,0,NA,2019-03-07 03:23:47,FALSE,NA,"1103496438879801346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","megannrhianne",0,FALSE,FALSE,NA,NA
"5147","G this flu going around like a mf everybody getting sick and I’m not tryna catch that shit <U+0001F612>",FALSE,0,NA,2019-03-07 03:23:42,FALSE,NA,"1103496417597894656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CallmeDani_xo",0,FALSE,FALSE,NA,NA
"5148","@StoopidWild88 <U+0001F602><U+0001F602> I had the flu hacking up a lung and my daughter yelled a little quieter please. Kids ain't shit",FALSE,1,"StoopidWild88",2019-03-07 03:23:33,FALSE,"1103476614522900480","1103496378410586114","99159042","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kriola_fofa617",0,FALSE,FALSE,NA,NA
"5149","This Is the Truth About Vaccines   via @NYTimes <U+2066>@TheJennyMShow<U+2069> <U+2066>@VICE<U+2069> <U+2066>@StephenAtHome<U+2069> <U+2066>@CNN<U+2069> <U+2066>@LatriceRoyale<U+2069>  https://t.co/8FHrh6i1SI",FALSE,0,NA,2019-03-07 03:23:30,FALSE,NA,"1103496367320850432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NeoSoulTM",0,FALSE,FALSE,NA,NA
"5150","If i got the flu ima be highly upset <U+0001F611>",FALSE,0,NA,2019-03-07 03:23:30,FALSE,NA,"1103496366733623296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ehryn_B",0,FALSE,FALSE,NA,NA
"5153","More problems with the flu. https://t.co/pkdLE45oOk",FALSE,0,NA,2019-03-07 03:23:14,FALSE,NA,"1103496298546765824",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","710keel",0,FALSE,FALSE,NA,NA
"5155","Flu Season Isn’t Over Yet; Flu Activity Is Still Elevated In California https://t.co/9YK7JBMezj via @CBSSacramento https://t.co/qSMp84nBpE",FALSE,0,NA,2019-03-07 03:22:46,FALSE,NA,"1103496182528176133",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","iamzaki",0,FALSE,FALSE,NA,NA
"5156","https://t.co/z4oBjsLkpg

I have the flu.  I think Han Solo best expressed my current situation",FALSE,0,NA,2019-03-07 03:22:44,FALSE,NA,"1103496172575039488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","niedog1962",0,FALSE,FALSE,NA,NA
"5157","Thank you @BravoTV for making my flu better. #RHONJreunion #RHONY",FALSE,0,NA,2019-03-07 03:22:39,FALSE,NA,"1103496152564092928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","awesomekk21",0,FALSE,FALSE,NA,NA
"5159","I was diagnosed with type A flu, so the video will be postponed for maybe a week or so.",FALSE,0,NA,2019-03-07 03:22:16,FALSE,NA,"1103496058351558661",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","uni_youtube",0,FALSE,FALSE,NA,NA
"5168","@vibe_flu lmao no. i’m working every night anyway so i’d miss most of the shows <U+0001F62A>",FALSE,1,"vibe_flu",2019-03-07 03:21:05,FALSE,"1103493191829999617","1103495759918518276","2305715850","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imanadult420",0,FALSE,FALSE,NA,NA
"5170","worst part about Ike being sick is that I’m sick a day or two later. thanks for the flu headass",FALSE,0,NA,2019-03-07 03:21:02,FALSE,NA,"1103495744131080193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reghanmoody24",0,FALSE,FALSE,NA,NA
"5171","Editing the genes of chickens to prevent future flu outbreaks. #futurist https://t.co/eckz4fOl33 https://t.co/spdTRfY90o",FALSE,0,NA,2019-03-07 03:21:00,FALSE,NA,"1103495738590400512",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hammondfuturist",0,FALSE,FALSE,NA,NA
"5172","Why does the UK and its former colonies call a flu vaccine a ""flu jab"" thats so dumb",FALSE,2,NA,2019-03-07 03:20:51,FALSE,NA,"1103495699532931072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RamilsAesthetic",0,FALSE,FALSE,NA,NA
"5173","@EmmaMcGee97 This is how I’ve spent everyday since my 21st. I still haven’t had a chance to celebrate. The flu SUCKS",FALSE,1,"EmmaMcGee97",2019-03-07 03:20:48,FALSE,"1103494950879027206","1103495687075971072","811405333","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rinematic",0,FALSE,FALSE,NA,NA
"5174","tfw you get the flu even tho you got the flu shot https://t.co/xdifuYMCq5",FALSE,0,NA,2019-03-07 03:20:40,FALSE,NA,"1103495653680971777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pnvdamme",0,FALSE,FALSE,NA,NA
"5175","Sure on this day of silent I have to be the one making noises, thanks flu.",FALSE,0,NA,2019-03-07 03:20:33,FALSE,NA,"1103495622768844800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IG_Yuda",0,FALSE,FALSE,NA,NA
"5176","I have the flu, please send thin mints",FALSE,8,NA,2019-03-07 03:20:27,FALSE,NA,"1103495600581107713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sarareh7257",1,FALSE,FALSE,NA,NA
"5177","S/o to ma roommates and teammates giving me soup for this flu I literally haven't eaten the full day because i dont… https://t.co/FrahUBI4Md",FALSE,0,NA,2019-03-07 03:20:12,TRUE,NA,"1103495536768884736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__iamjg",0,FALSE,FALSE,NA,NA
"5178","@stlfrankly @simon900 @charliekirk11 Trump has also declared three *constitutional* national emergencies that weren… https://t.co/FrQORrQbpj",FALSE,4,"stlfrankly",2019-03-07 03:19:53,TRUE,"1103479602209538050","1103495454833094656","635744075","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PondoTm",0,FALSE,FALSE,NA,NA
"5180","Hope having the flu helps me lose 5 pounds !!!",FALSE,2,NA,2019-03-07 03:19:45,FALSE,NA,"1103495421933035523",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","illHeerdtyou",0,FALSE,FALSE,NA,NA
"5183","#nationalloveyourpetday was a few weeks ago when i had the flu, but we celebrate it every day here (and we’re celeb… https://t.co/nyCKdJUQxp",FALSE,33,NA,2019-03-07 03:19:02,TRUE,NA,"1103495241317957632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kdzwierzynski",1,FALSE,FALSE,NA,NA
"5184","@nuke718 Pneumonia is a little more complicated bc there are 2 pna shots. I’ll over simplify &amp; call them 23 &amp; 13. T… https://t.co/MS2R1fV8fN",FALSE,0,"galaxygirl30",2019-03-07 03:19:01,TRUE,"1103494627288629249","1103495239757692928","29077561","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","galaxygirl30",0,FALSE,FALSE,NA,NA
"5185","Koko has what appears to be the flu. So, she's taking some drugs and trying to sleep, and I'm trying to love her fr… https://t.co/mFGhKczWRb",FALSE,0,NA,2019-03-07 03:18:58,TRUE,NA,"1103495226956558336",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Shipe_Happens",0,FALSE,FALSE,NA,NA
"5186","The #bitcoin bull run of 2017 was a mild flu and if you think that was crazy, the bull run that is coming is the fe… https://t.co/pJhIFcEJwB",FALSE,0,NA,2019-03-07 03:18:52,TRUE,NA,"1103495200142430208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aquinastheory",0,FALSE,FALSE,NA,NA
"5187","hearing the song taki taki makes me remember how i cant eat takis anymore bc i tried to eat a bulk bag from costco and i got stomach flu",FALSE,0,NA,2019-03-07 03:18:40,FALSE,NA,"1103495148506234880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","starsplicer",0,FALSE,FALSE,NA,NA
"5188","#nationalloveyourpetday was a few weeks ago when i had the flu, but we celebrate it every day here (and we’re celeb… https://t.co/DSjXarFTC6",FALSE,2,NA,2019-03-07 03:18:37,TRUE,NA,"1103495139131977728",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kdzwierzynski",0,FALSE,FALSE,NA,NA
"5189","PSA The flu and being pregnant don’t mix well. 
                  I’m D Y I N G",FALSE,4,NA,2019-03-07 03:18:32,FALSE,NA,"1103495117904756736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_trinityrae_",0,FALSE,FALSE,NA,NA
"5190","@b_yeager08 There really is something called the keto flu though!",FALSE,0,"b_yeager08",2019-03-07 03:18:24,FALSE,"1103300989837295616","1103495081498198016","743194699","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shay_canterbury",0,FALSE,FALSE,NA,NA
"5194","also why did the people at the medical centre try to sell me a flu jab?",FALSE,0,NA,2019-03-07 03:17:59,FALSE,NA,"1103494977596739584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","URGHalexis",0,FALSE,FALSE,NA,NA
"5196","Allergies hve me coughing up yellow stuff unlike my flu in January which was so severe i thought id die w a headach… https://t.co/neGP6cP0lc",FALSE,0,NA,2019-03-07 03:17:31,TRUE,NA,"1103494859422351361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_KristinaluvsU",0,FALSE,FALSE,NA,NA
"5198","This Is the Truth About Vaccines https://t.co/AHmKVaMSFH",FALSE,0,NA,2019-03-07 03:17:11,FALSE,NA,"1103494776375123968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SerenaMHS2007",0,FALSE,FALSE,NA,NA
"5199","@meghanmongillo @Local12 Poor baby. Hope he gets to feeling better soon. My household has been dealing with the flu… https://t.co/ooZYUxrzNV",FALSE,0,"meghanmongillo",2019-03-07 03:16:57,TRUE,"1103393543631048704","1103494719118692352","22049027","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CarrieMcMahon1",0,FALSE,FALSE,NA,NA
"5200","@nuke718 You sure it wasn’t a pneumonia shot? 
For adults- (does not apply to little babies) one flu shot a year. I… https://t.co/DLlDDUyofL",FALSE,1,"nuke718",2019-03-07 03:16:35,TRUE,"1103455533913260032","1103494627288629249","18458953","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","galaxygirl30",0,FALSE,FALSE,NA,NA
"5203","I don’t think I have the flu but the doctor today seemed to think so",FALSE,0,NA,2019-03-07 03:16:23,FALSE,NA,"1103494575409254400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MissEightyFour",0,FALSE,FALSE,NA,NA
"5204","@thegirlinblue15 Every month may something all the time. Sakit, rashes, flu and anything under the sun.",FALSE,0,"thegirlinblue15",2019-03-07 03:16:21,FALSE,"1103449078933872640","1103494565992923136","1041063011014733824","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ongaika",0,FALSE,FALSE,NA,NA
"5205","Y’all please vaccinate yourselves against it, I’m still not gonna do it but fuck this flu is something else.",FALSE,0,NA,2019-03-07 03:15:56,FALSE,NA,"1103494464146878464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bloodorangeking",0,FALSE,FALSE,NA,NA
"5206","@cheyanedecotea1 Ew I had flu symptoms for like a week straight. I was legit crying because I was sick of getting sick.",FALSE,1,"cheyanedecotea1",2019-03-07 03:15:51,FALSE,"1103164930142945282","1103494442353418240","2202371132","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrunelleParker",0,FALSE,FALSE,NA,NA
"5207","It’s flu season here! So in memory I decided to break these out!
#sneakercollector #fresherthanuraverage… https://t.co/bXMCbyUOrb",FALSE,0,NA,2019-03-07 03:15:42,TRUE,NA,"1103494404352995328",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Sneak3rBoxx",0,FALSE,FALSE,NA,NA
"5208","First I get the stomach flu then I get a common cold <U+0001F644><U+0001F927> all in a week!! #estoyembrujada",FALSE,3,NA,2019-03-07 03:15:32,FALSE,NA,"1103494360224526336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","loovelyy28",0,FALSE,FALSE,NA,NA
